PassengerId,HomePlanet,Cabin,Destination,Group,GroupNumber,Deck,Number,Side,Set,LastName,GroupSize
6787_07,Earth,F/1411/P,TRAPPIST-1e,6787,07,F,1411.0,P,Train,Booneid,7
6788_01,Earth,G/1103/P,TRAPPIST-1e,6788,01,G,1103.0,P,Train,Weberton,1
6789_01,Mars,D/213/P,55 Cancri e,6789,01,D,213.0,P,Train,Mone,1
6790_01,Earth,G/1103/S,PSO J318.5-22,6790,01,G,1103.0,S,Test,Boyersons,1
6791_01,Earth,,55 Cancri e,6791,01,,,,Test,Hayertez,1
6792_01,Mars,F/1412/P,TRAPPIST-1e,6792,01,F,1412.0,P,Train,Reate,1
6793_01,Europa,B/228/P,TRAPPIST-1e,6793,01,B,228.0,P,Test,Wassing,2
6793_02,Europa,B/228/P,TRAPPIST-1e,6793,02,B,228.0,P,Test,Wassing,2
6794_01,Mars,D/206/S,TRAPPIST-1e,6794,01,D,206.0,S,Train,Conie,1
6795_01,Mars,E/433/P,TRAPPIST-1e,6795,01,E,433.0,P,Test,Gecre,1
6796_01,Earth,G/1104/P,TRAPPIST-1e,6796,01,G,1104.0,P,Train,Kellyons,1
6797_01,Earth,F/1413/P,TRAPPIST-1e,6797,01,F,1413.0,P,Test,Berreranks,1
6798_01,Earth,F/1414/P,TRAPPIST-1e,6798,01,F,1414.0,P,Train,Jacostarks,1
6799_01,Europa,C/252/S,55 Cancri e,6799,01,C,252.0,S,Train,Namsheary,1
6800_01,Earth,G/1105/P,TRAPPIST-1e,6800,01,G,1105.0,P,Train,Krampbelles,1
6801_01,Europa,B/259/S,TRAPPIST-1e,6801,01,B,259.0,S,Train,Imprank,1
6802_01,Europa,A/68/P,55 Cancri e,6802,01,A,68.0,P,Train,Disteady,1
6803_01,Earth,F/1301/S,TRAPPIST-1e,6803,01,F,1301.0,S,Test,Nichaner,1
6804_01,Earth,F/1302/S,TRAPPIST-1e,6804,01,F,1302.0,S,Test,Craftstens,1
6805_01,Europa,E/449/S,TRAPPIST-1e,6805,01,E,449.0,S,Train,Suasharic,1
6806_01,Earth,G/1104/S,TRAPPIST-1e,6806,01,G,1104.0,S,Train,Gallenry,1
6807_01,Earth,F/1415/P,55 Cancri e,6807,01,F,1415.0,P,Test,Lessonerry,2
6807_02,Earth,G/1106/P,TRAPPIST-1e,6807,02,G,1106.0,P,Test,Monsoney,2
6808_01,Earth,F/1416/P,TRAPPIST-1e,6808,01,F,1416.0,P,Train,Santantines,1
6809_01,Earth,E/434/P,TRAPPIST-1e,6809,01,E,434.0,P,Test,Scottney,1
6810_01,Mars,E/450/S,TRAPPIST-1e,6810,01,E,450.0,S,Train,Knik,5
6810_02,Mars,E/450/S,TRAPPIST-1e,6810,02,E,450.0,S,Train,Knik,5
6810_03,Mars,,TRAPPIST-1e,6810,03,,,,Train,Knik,5
6810_04,Mars,E/450/S,TRAPPIST-1e,6810,04,E,450.0,S,Train,Knik,5
6810_05,Mars,E/450/S,55 Cancri e,6810,05,E,450.0,S,Train,Knik,5
6811_01,Earth,G/1107/P,PSO J318.5-22,6811,01,G,1107.0,P,Test,Pottmanley,1
6812_01,Earth,G/1105/S,TRAPPIST-1e,6812,01,G,1105.0,S,Test,Barris,2
6812_02,Earth,G/1105/S,TRAPPIST-1e,6812,02,G,1105.0,S,Test,Barris,2
6813_01,Earth,F/1417/P,55 Cancri e,6813,01,F,1417.0,P,Train,Newtontoss,1
6814_01,Mars,E/451/S,55 Cancri e,6814,01,E,451.0,S,Train,Potte,1
6815_01,Earth,F/1303/S,TRAPPIST-1e,6815,01,F,1303.0,S,Test,Barlsond,1
6816_01,Earth,G/1108/P,55 Cancri e,6816,01,G,1108.0,P,Train,Ewiseston,6
6816_02,Earth,G/1108/P,TRAPPIST-1e,6816,02,G,1108.0,P,Train,Ewiseston,6
6816_03,Earth,G/1108/P,PSO J318.5-22,6816,03,G,1108.0,P,Train,Mcfarley,6
6816_04,Earth,G/1108/P,TRAPPIST-1e,6816,04,G,1108.0,P,Train,Ewiseston,6
6816_05,Earth,G/1108/P,55 Cancri e,6816,05,G,1108.0,P,Train,Ewiseston,6
6816_06,Earth,G/1108/P,TRAPPIST-1e,6816,06,G,1108.0,P,Train,Ewiseston,6
6817_01,Earth,F/1304/S,TRAPPIST-1e,6817,01,F,1304.0,S,Train,Bakericks,1
6818_01,Earth,F/1418/P,TRAPPIST-1e,6818,01,F,1418.0,P,Train,Midtt,1
6819_01,Earth,G/1106/S,TRAPPIST-1e,6819,01,G,1106.0,S,Test,Hamberterry,3
6819_02,Earth,G/1106/S,PSO J318.5-22,6819,02,G,1106.0,S,Test,Holson,3
6819_03,Earth,G/1106/S,TRAPPIST-1e,6819,03,G,1106.0,S,Test,Hamberterry,3
6820_01,Earth,F/1419/P,TRAPPIST-1e,6820,01,F,1419.0,P,Train,Dickman,1
6821_01,Earth,F/1420/P,TRAPPIST-1e,6821,01,F,1420.0,P,Train,Grifford,1
6822_01,Earth,F/1305/S,TRAPPIST-1e,6822,01,F,1305.0,S,Train,Bradamss,1
6823_01,Earth,G/1107/S,PSO J318.5-22,6823,01,G,1107.0,S,Test,Woodwin,1
6824_01,Earth,G/1108/S,TRAPPIST-1e,6824,01,G,1108.0,S,Train,Burker,1
6825_01,Mars,F/1306/S,,6825,01,F,1306.0,S,Train,Kinad,2
6825_02,Mars,F/1306/S,TRAPPIST-1e,6825,02,F,1306.0,S,Train,,2
6826_01,Earth,G/1109/S,TRAPPIST-1e,6826,01,G,1109.0,S,Train,Harrenoldez,1
6827_01,Europa,A/84/S,55 Cancri e,6827,01,A,84.0,S,Train,Listive,4
6827_02,Europa,A/84/S,TRAPPIST-1e,6827,02,A,84.0,S,Train,Listive,4
6827_03,Europa,A/84/S,TRAPPIST-1e,6827,03,A,84.0,S,Train,Listive,4
6827_04,Europa,A/84/S,TRAPPIST-1e,6827,04,A,84.0,S,Train,Listive,4
6828_01,Earth,G/1110/S,TRAPPIST-1e,6828,01,G,1110.0,S,Test,Andley,1
6829_01,Earth,G/1109/P,TRAPPIST-1e,6829,01,G,1109.0,P,Train,Hubbarrison,3
6829_02,Earth,G/1109/P,TRAPPIST-1e,6829,02,G,1109.0,P,Train,Hubbarrison,3
6829_03,Earth,G/1109/P,TRAPPIST-1e,6829,03,G,1109.0,P,Train,Hubbarrison,3
6830_01,Earth,G/1110/P,PSO J318.5-22,6830,01,G,1110.0,P,Test,Kennetty,1
6831_01,Earth,G/1111/P,TRAPPIST-1e,6831,01,G,1111.0,P,Train,Holson,1
6832_01,Mars,F/1421/P,TRAPPIST-1e,6832,01,F,1421.0,P,Train,Wala,1
6833_01,Earth,E/452/S,,6833,01,E,452.0,S,Train,Mccarveymon,1
6834_01,Earth,G/1111/S,TRAPPIST-1e,6834,01,G,1111.0,S,Train,Coolez,1
6835_01,Mars,E/453/S,PSO J318.5-22,6835,01,E,453.0,S,Test,Chpie,2
6835_02,Mars,E/453/S,TRAPPIST-1e,6835,02,E,453.0,S,Test,Kad,2
6836_01,Earth,G/1112/S,TRAPPIST-1e,6836,01,G,1112.0,S,Test,Ramoran,1
6837_01,Mars,E/435/P,TRAPPIST-1e,6837,01,E,435.0,P,Train,Carté,1
6838_01,Europa,C/217/P,TRAPPIST-1e,6838,01,C,217.0,P,Test,Fasticaly,3
6838_02,Europa,C/217/P,TRAPPIST-1e,6838,02,C,217.0,P,Test,Fasticaly,3
6838_03,Europa,C/217/P,55 Cancri e,6838,03,C,217.0,P,Test,Fasticaly,3
6839_01,Earth,F/1307/S,TRAPPIST-1e,6839,01,F,1307.0,S,Train,Fryan,1
6840_01,Mars,F/1422/P,TRAPPIST-1e,6840,01,F,1422.0,P,Train,Sake,1
6841_01,Mars,E/454/S,55 Cancri e,6841,01,E,454.0,S,Train,Meate,1
6842_01,Mars,F/1423/P,TRAPPIST-1e,6842,01,F,1423.0,P,Test,Lapie,1
6843_01,Europa,B/260/S,TRAPPIST-1e,6843,01,B,260.0,S,Train,Rimplighty,2
6843_02,Europa,B/260/S,55 Cancri e,6843,02,B,260.0,S,Train,Rimplighty,2
6844_01,Mars,E/455/S,55 Cancri e,6844,01,E,455.0,S,Train,Brin,1
6845_01,Europa,A/69/P,55 Cancri e,6845,01,A,69.0,P,Test,Conaly,1
6846_01,Earth,G/1112/P,,6846,01,G,1112.0,P,Test,Hubbarnett,1
6847_01,Europa,A/70/P,55 Cancri e,6847,01,A,70.0,P,Test,Gearitte,1
6848_01,Europa,D/214/P,TRAPPIST-1e,6848,01,D,214.0,P,Train,Ambleetive,1
6849_01,Europa,D/207/S,TRAPPIST-1e,6849,01,D,207.0,S,Test,Slavested,1
6850_01,Earth,F/1424/P,TRAPPIST-1e,6850,01,F,1424.0,P,Train,Wolferton,3
6850_02,Earth,G/1113/P,PSO J318.5-22,6850,02,G,1113.0,P,Train,Wolferton,3
6850_03,Earth,E/436/P,TRAPPIST-1e,6850,03,E,436.0,P,Train,Wolferton,3
6851_01,Earth,E/456/S,TRAPPIST-1e,6851,01,E,456.0,S,Train,Bookerson,1
6852_01,Earth,F/1308/S,PSO J318.5-22,6852,01,F,1308.0,S,Test,Brightez,2
6852_02,Earth,F/1308/S,TRAPPIST-1e,6852,02,F,1308.0,S,Test,Brightez,2
6853_01,Europa,C/218/P,55 Cancri e,6853,01,C,218.0,P,Train,Cathome,1
6854_01,Mars,E/437/P,TRAPPIST-1e,6854,01,E,437.0,P,Train,Bate,1
6855_01,Earth,F/1425/P,TRAPPIST-1e,6855,01,F,1425.0,P,Test,Owery,1
6856_01,Mars,F/1309/S,55 Cancri e,6856,01,F,1309.0,S,Test,Nate,1
6857_01,Earth,F/1310/S,PSO J318.5-22,6857,01,F,1310.0,S,Train,Jenson,1
6858_01,Europa,B/229/P,TRAPPIST-1e,6858,01,B,229.0,P,Train,Spandisket,4
6858_02,Europa,B/229/P,TRAPPIST-1e,6858,02,B,229.0,P,Train,Spandisket,4
6858_03,Europa,B/229/P,55 Cancri e,6858,03,B,229.0,P,Train,Spandisket,4
6858_04,Europa,B/229/P,,6858,04,B,229.0,P,Train,Spandisket,4
6859_01,Earth,G/1113/S,PSO J318.5-22,6859,01,G,1113.0,S,Train,Harry,1
6860_01,Earth,F/1426/P,TRAPPIST-1e,6860,01,F,1426.0,P,Test,Simpsonks,1
6861_01,Earth,G/1114/S,PSO J318.5-22,6861,01,G,1114.0,S,Train,Lambucketty,1
6862_01,Earth,G/1115/S,TRAPPIST-1e,6862,01,G,1115.0,S,Train,Mcfaddennon,2
6862_02,Earth,G/1115/S,TRAPPIST-1e,6862,02,G,1115.0,S,Train,Mcfaddennon,2
6863_01,Earth,F/1311/S,TRAPPIST-1e,6863,01,F,1311.0,S,Train,Patrichane,1
6864_01,Europa,A/71/P,TRAPPIST-1e,6864,01,A,71.0,P,Train,Scoudelle,2
6864_02,Europa,A/71/P,55 Cancri e,6864,02,A,71.0,P,Train,Scoudelle,2
6865_01,Europa,D/208/S,TRAPPIST-1e,6865,01,D,208.0,S,Train,Peducting,2
6865_02,Europa,D/208/S,TRAPPIST-1e,6865,02,D,208.0,S,Train,Peducting,2
6866_01,Europa,C/253/S,55 Cancri e,6866,01,C,253.0,S,Train,Hetforhaft,2
6866_02,Europa,C/253/S,55 Cancri e,6866,02,C,253.0,S,Train,Hetforhaft,2
6867_01,Earth,F/1312/S,TRAPPIST-1e,6867,01,F,1312.0,S,Test,Howenters,1
6868_01,Earth,F/1427/P,TRAPPIST-1e,6868,01,F,1427.0,P,Train,Brookenson,1
6869_01,Earth,F/1428/P,TRAPPIST-1e,6869,01,F,1428.0,P,Train,Philloway,1
6870_01,Mars,D/209/S,TRAPPIST-1e,6870,01,D,209.0,S,Test,Cone,1
6871_01,Earth,G/1116/S,TRAPPIST-1e,6871,01,G,1116.0,S,Train,Rickson,1
6872_01,Earth,G/1114/P,TRAPPIST-1e,6872,01,G,1114.0,P,Test,Bonnondry,1
6873_01,Europa,A/72/P,55 Cancri e,6873,01,A,72.0,P,Train,Hervel,1
6874_01,Earth,G/1117/S,PSO J318.5-22,6874,01,G,1117.0,S,Test,Hammons,1
6875_01,Europa,B/230/P,55 Cancri e,6875,01,B,230.0,P,Test,Emetillove,3
6875_02,Europa,B/230/P,TRAPPIST-1e,6875,02,B,230.0,P,Test,Sinecthex,3
6875_03,Europa,B/230/P,55 Cancri e,6875,03,B,230.0,P,Test,Emetillove,3
6876_01,Earth,F/1313/S,TRAPPIST-1e,6876,01,F,1313.0,S,Test,Greenez,3
6876_02,Earth,G/1118/S,TRAPPIST-1e,6876,02,G,1118.0,S,Test,Greenez,3
6876_03,Earth,G/1118/S,TRAPPIST-1e,6876,03,G,1118.0,S,Test,Greenez,3
6877_01,Earth,F/1429/P,55 Cancri e,6877,01,F,1429.0,P,Test,Palmes,1
6878_01,Mars,F/1314/S,TRAPPIST-1e,6878,01,F,1314.0,S,Test,Porté,1
6879_01,Earth,G/1119/S,TRAPPIST-1e,6879,01,G,1119.0,S,Train,Englence,1
6880_01,Mars,F/1315/S,TRAPPIST-1e,6880,01,F,1315.0,S,Train,Mepie,2
6880_02,Mars,E/457/S,TRAPPIST-1e,6880,02,E,457.0,S,Train,Mepie,2
6881_01,Mars,D/210/S,55 Cancri e,6881,01,D,210.0,S,Test,Datte,1
6882_01,Mars,F/1430/P,55 Cancri e,6882,01,F,1430.0,P,Train,Dake,2
6882_02,Mars,E/438/P,TRAPPIST-1e,6882,02,E,438.0,P,Train,Dake,2
6883_01,Earth,G/1120/S,TRAPPIST-1e,6883,01,G,1120.0,S,Train,Wolferguson,1
6884_01,Earth,G/1115/P,TRAPPIST-1e,6884,01,G,1115.0,P,Test,Kirks,1
6885_01,Mars,F/1316/S,TRAPPIST-1e,6885,01,F,1316.0,S,Train,Vloaf,1
6886_01,Earth,G/1121/S,PSO J318.5-22,6886,01,G,1121.0,S,Test,Clemondsey,1
6887_01,Earth,G/1122/S,TRAPPIST-1e,6887,01,G,1122.0,S,Train,Patrichane,1
6888_01,Europa,C/219/P,TRAPPIST-1e,6888,01,C,219.0,P,Test,Conablese,4
6888_02,Europa,C/219/P,TRAPPIST-1e,6888,02,C,219.0,P,Test,Emeliatty,4
6888_03,Europa,C/219/P,TRAPPIST-1e,6888,03,C,219.0,P,Test,Turtertive,4
6888_04,Europa,C/219/P,PSO J318.5-22,6888,04,C,219.0,P,Test,Conablese,4
6889_01,Earth,F/1317/S,,6889,01,F,1317.0,S,Train,Santuez,1
6890_01,Earth,E/458/S,TRAPPIST-1e,6890,01,E,458.0,S,Test,Bryangton,1
6891_01,Mars,D/215/P,TRAPPIST-1e,6891,01,D,215.0,P,Train,Casty,1
6892_01,Earth,F/1318/S,TRAPPIST-1e,6892,01,F,1318.0,S,Train,Merkins,1
6893_01,Europa,B/261/S,TRAPPIST-1e,6893,01,B,261.0,S,Train,Dreamspric,1
6894_01,Mars,F/1319/S,TRAPPIST-1e,6894,01,F,1319.0,S,Train,,3
6894_02,Mars,F/1319/S,TRAPPIST-1e,6894,02,F,1319.0,S,Train,Hacle,3
6894_03,Mars,F/1319/S,TRAPPIST-1e,6894,03,F,1319.0,S,Train,Hacle,3
6895_01,Europa,C/220/P,TRAPPIST-1e,6895,01,C,220.0,P,Train,Conachets,1
6896_01,Mars,E/459/S,TRAPPIST-1e,6896,01,E,459.0,S,Train,Khake,3
6896_02,Mars,F/1320/S,TRAPPIST-1e,6896,02,F,1320.0,S,Train,Khake,3
6896_03,Mars,F/1320/S,TRAPPIST-1e,6896,03,F,1320.0,S,Train,Khake,3
6897_01,Earth,E/439/P,TRAPPIST-1e,6897,01,E,439.0,P,Test,,1
6898_01,Europa,,55 Cancri e,6898,01,,,,Train,Bootious,1
6899_01,Europa,A/73/P,TRAPPIST-1e,6899,01,A,73.0,P,Train,Coweboded,2
6899_02,Europa,A/73/P,TRAPPIST-1e,6899,02,A,73.0,P,Train,Coweboded,2
6900_01,Earth,G/1123/S,TRAPPIST-1e,6900,01,G,1123.0,S,Train,Hendrys,1
6901_01,Mars,F/1321/S,TRAPPIST-1e,6901,01,F,1321.0,S,Train,Opie,1
6902_01,Europa,D/217/P,TRAPPIST-1e,6902,01,D,217.0,P,Train,Idalpus,1
6903_01,Earth,F/1431/P,PSO J318.5-22,6903,01,F,1431.0,P,Train,Woodwinez,1
6904_01,Earth,G/1116/P,TRAPPIST-1e,6904,01,G,1116.0,P,Test,Farleyatton,3
6904_02,Earth,G/1116/P,TRAPPIST-1e,6904,02,G,1116.0,P,Test,Farleyatton,3
6904_03,Earth,G/1116/P,TRAPPIST-1e,6904,03,G,1116.0,P,Test,Farleyatton,3
6905_01,Earth,F/1322/S,TRAPPIST-1e,6905,01,F,1322.0,S,Train,Acobson,3
6905_02,Earth,E/460/S,TRAPPIST-1e,6905,02,E,460.0,S,Train,Acobson,3
6905_03,Earth,F/1322/S,55 Cancri e,6905,03,F,1322.0,S,Train,Acobson,3
6906_01,Mars,F/1432/P,TRAPPIST-1e,6906,01,F,1432.0,P,Train,Pelte,3
6906_02,Mars,E/440/P,55 Cancri e,6906,02,E,440.0,P,Train,Bun,3
6906_03,Mars,F/1432/P,TRAPPIST-1e,6906,03,F,1432.0,P,Train,Pelte,3
6907_01,Earth,G/1117/P,TRAPPIST-1e,6907,01,G,1117.0,P,Train,Mcmahoney,1
6908_01,Europa,C/254/S,TRAPPIST-1e,6908,01,C,254.0,S,Train,Swinvul,1
6909_01,Europa,B/231/P,TRAPPIST-1e,6909,01,B,231.0,P,Test,Shoeweely,1
6910_01,Earth,G/1124/S,TRAPPIST-1e,6910,01,G,1124.0,S,Train,Johnsondez,1
6911_01,Mars,F/1323/S,TRAPPIST-1e,6911,01,F,1323.0,S,Train,Sutte,1
6912_01,Europa,C/221/P,TRAPPIST-1e,6912,01,C,221.0,P,Train,Slomed,1
6913_01,Mars,F/1324/S,TRAPPIST-1e,6913,01,F,1324.0,S,Train,Hacle,2
6913_02,Mars,E/461/S,,6913,02,E,461.0,S,Train,Hacle,2
6914_01,Earth,G/1125/S,TRAPPIST-1e,6914,01,G,1125.0,S,Test,Romez,1
6915_01,Mars,F/1325/S,TRAPPIST-1e,6915,01,F,1325.0,S,Train,Conca,1
6916_01,Europa,B/232/P,TRAPPIST-1e,6916,01,B,232.0,P,Test,Wassing,1
6917_01,Mars,F/1433/P,TRAPPIST-1e,6917,01,F,1433.0,P,Train,Horte,1
6918_01,Earth,G/1126/S,PSO J318.5-22,6918,01,G,1126.0,S,Train,Barris,1
6919_01,Earth,,PSO J318.5-22,6919,01,,,,Test,Bulliamoses,1
6920_01,Earth,E/462/S,TRAPPIST-1e,6920,01,E,462.0,S,Train,Wolferguson,1
6921_01,Europa,C/255/S,TRAPPIST-1e,6921,01,C,255.0,S,Train,Stersetery,6
6921_02,Europa,C/255/S,55 Cancri e,6921,02,C,255.0,S,Train,Fordulgaug,6
6921_03,Europa,C/255/S,TRAPPIST-1e,6921,03,C,255.0,S,Train,Stersetery,6
6921_04,Europa,C/255/S,TRAPPIST-1e,6921,04,C,255.0,S,Train,Stersetery,6
6921_05,Europa,C/255/S,55 Cancri e,6921,05,C,255.0,S,Train,Fordulgaug,6
6921_06,Europa,C/255/S,TRAPPIST-1e,6921,06,C,255.0,S,Train,Stersetery,6
6922_01,Earth,G/1119/P,PSO J318.5-22,6922,01,G,1119.0,P,Test,Payner,1
6923_01,Mars,F/1434/P,TRAPPIST-1e,6923,01,F,1434.0,P,Test,Tecre,1
6924_01,Earth,G/1127/S,TRAPPIST-1e,6924,01,G,1127.0,S,Train,Solon,1
6925_01,Earth,G/1120/P,TRAPPIST-1e,6925,01,G,1120.0,P,Train,Hayerson,1
6926_01,Mars,F/1435/P,TRAPPIST-1e,6926,01,F,1435.0,P,Train,Birt,1
6927_01,Earth,G/1121/P,TRAPPIST-1e,6927,01,G,1121.0,P,Test,Mcdowns,1
6928_01,Earth,E/463/S,TRAPPIST-1e,6928,01,E,463.0,S,Train,Bookerson,2
6928_02,Earth,G/1128/S,TRAPPIST-1e,6928,02,G,1128.0,S,Train,Bookerson,2
6929_01,Earth,G/1122/P,TRAPPIST-1e,6929,01,G,1122.0,P,Train,Llovers,3
6929_02,Earth,G/1122/P,TRAPPIST-1e,6929,02,G,1122.0,P,Train,Llovers,3
6929_03,Earth,E/441/P,TRAPPIST-1e,6929,03,E,441.0,P,Train,Llovers,3
6930_01,Earth,G/1129/S,TRAPPIST-1e,6930,01,G,1129.0,S,Train,Howayery,1
6931_01,Europa,C/222/P,55 Cancri e,6931,01,C,222.0,P,Train,Amonsmane,1
6932_01,Earth,G/1130/S,TRAPPIST-1e,6932,01,G,1130.0,S,Train,Ewiseston,1
6933_01,Europa,E/442/P,55 Cancri e,6933,01,E,442.0,P,Test,Proorbeng,2
6933_02,Europa,E/442/P,TRAPPIST-1e,6933,02,E,442.0,P,Test,Imprank,2
6934_01,Mars,F/1436/P,TRAPPIST-1e,6934,01,F,1436.0,P,Train,Nutty,2
6934_02,Mars,E/443/P,55 Cancri e,6934,02,E,443.0,P,Train,Nutty,2
6935_01,Earth,F/1437/P,TRAPPIST-1e,6935,01,F,1437.0,P,Test,Davens,1
6936_01,Mars,D/218/P,TRAPPIST-1e,6936,01,D,218.0,P,Test,Spare,3
6936_02,Mars,E/444/P,TRAPPIST-1e,6936,02,E,444.0,P,Test,Spare,3
6936_03,Mars,F/1438/P,TRAPPIST-1e,6936,03,F,1438.0,P,Test,Spare,3
6937_01,Earth,G/1131/S,TRAPPIST-1e,6937,01,G,1131.0,S,Train,Petton,1
6938_01,Earth,G/1123/P,TRAPPIST-1e,6938,01,G,1123.0,P,Test,Reilline,1
6939_01,Earth,G/1124/P,TRAPPIST-1e,6939,01,G,1124.0,P,Train,Bears,1
6940_01,Mars,F/1326/S,TRAPPIST-1e,6940,01,F,1326.0,S,Train,Steen,1
6941_01,Earth,G/1125/P,TRAPPIST-1e,6941,01,G,1125.0,P,Test,Mullericer,1
6942_01,Earth,G/1132/S,TRAPPIST-1e,6942,01,G,1132.0,S,Test,Belley,1
6943_01,Europa,B/262/S,55 Cancri e,6943,01,B,262.0,S,Train,Dynatic,1
6944_01,Europa,C/223/P,TRAPPIST-1e,6944,01,C,223.0,P,Train,Gented,1
6945_01,Europa,B/263/S,55 Cancri e,6945,01,B,263.0,S,Train,Sophaft,1
6946_01,Earth,F/1439/P,TRAPPIST-1e,6946,01,F,1439.0,P,Train,Buckson,1
6947_01,Europa,B/264/S,TRAPPIST-1e,6947,01,B,264.0,S,Train,Coudered,2
6947_02,Europa,B/264/S,TRAPPIST-1e,6947,02,B,264.0,S,Train,Obnoble,2
6948_01,Earth,G/1133/S,TRAPPIST-1e,6948,01,G,1133.0,S,Test,Leton,1
6949_01,Earth,E/464/S,55 Cancri e,6949,01,E,464.0,S,Train,Dillestron,1
6950_01,Europa,B/265/S,55 Cancri e,6950,01,B,265.0,S,Train,Pringry,2
6950_02,Europa,B/265/S,55 Cancri e,6950,02,B,265.0,S,Train,Pringry,2
6951_01,Europa,D/219/P,TRAPPIST-1e,6951,01,D,219.0,P,Train,Lendly,2
6951_02,Europa,D/219/P,TRAPPIST-1e,6951,02,D,219.0,P,Train,Beling,2
6952_01,Europa,C/224/P,TRAPPIST-1e,6952,01,C,224.0,P,Test,Hautconded,1
6953_01,Earth,F/1440/P,TRAPPIST-1e,6953,01,F,1440.0,P,Test,Holton,1
6954_01,Mars,E/445/P,TRAPPIST-1e,6954,01,E,445.0,P,Train,Flie,2
6954_02,Mars,E/445/P,TRAPPIST-1e,6954,02,E,445.0,P,Train,Flie,2
6955_01,Earth,F/1441/P,TRAPPIST-1e,6955,01,F,1441.0,P,Test,Colomonson,1
6956_01,Earth,F/1442/P,55 Cancri e,6956,01,F,1442.0,P,Test,Bushins,1
6957_01,Europa,B/266/S,TRAPPIST-1e,6957,01,B,266.0,S,Train,Sloweber,1
6958_01,Earth,F/1443/P,TRAPPIST-1e,6958,01,F,1443.0,P,Test,Hardson,1
6959_01,Earth,F/1327/S,TRAPPIST-1e,6959,01,F,1327.0,S,Test,Garzaley,3
6959_02,Earth,G/1134/S,55 Cancri e,6959,02,G,1134.0,S,Test,Garzaley,3
6959_03,Earth,G/1134/S,PSO J318.5-22,6959,03,G,1134.0,S,Test,Garzaley,3
6960_01,Earth,G/1135/S,PSO J318.5-22,6960,01,G,1135.0,S,Train,Bonnondry,1
6961_01,Europa,A/85/S,TRAPPIST-1e,6961,01,A,85.0,S,Test,Ciplanke,2
6961_02,Europa,D/211/S,,6961,02,D,211.0,S,Test,Ciplanke,2
6962_01,Earth,G/1136/S,TRAPPIST-1e,6962,01,G,1136.0,S,Train,Gibbsonton,1
6963_01,Mars,F/1328/S,TRAPPIST-1e,6963,01,F,1328.0,S,Train,Boste,1
6964_01,Earth,F/1444/P,55 Cancri e,6964,01,F,1444.0,P,Train,Thonyderson,1
6965_01,Mars,F/1445/P,TRAPPIST-1e,6965,01,F,1445.0,P,Test,Danad,1
6966_01,Earth,F/1446/P,TRAPPIST-1e,6966,01,F,1446.0,P,Train,Freevenson,1
6967_01,Europa,C/256/S,55 Cancri e,6967,01,C,256.0,S,Train,Oilpfulle,1
6968_01,Earth,F/1447/P,TRAPPIST-1e,6968,01,F,1447.0,P,Train,Yanton,2
6968_02,Earth,F/1447/P,PSO J318.5-22,6968,02,F,1447.0,P,Train,Yanton,2
6969_01,Mars,F/1448/P,TRAPPIST-1e,6969,01,F,1448.0,P,Test,Iccle,1
6970_01,Mars,,TRAPPIST-1e,6970,01,,,,Train,Gin,2
6970_02,Mars,E/465/S,,6970,02,E,465.0,S,Train,Pread,2
6971_01,Europa,C/225/P,TRAPPIST-1e,6971,01,C,225.0,P,Train,Distured,6
6971_02,Europa,C/225/P,TRAPPIST-1e,6971,02,C,225.0,P,Train,Distured,6
6971_03,Europa,C/225/P,TRAPPIST-1e,6971,03,C,225.0,P,Train,Distured,6
6971_04,Europa,C/225/P,55 Cancri e,6971,04,C,225.0,P,Train,Distured,6
6971_05,Europa,C/225/P,55 Cancri e,6971,05,C,225.0,P,Train,Pretive,6
6971_06,Europa,C/225/P,55 Cancri e,6971,06,C,225.0,P,Train,Distured,6
6972_01,Earth,G/1126/P,TRAPPIST-1e,6972,01,G,1126.0,P,Train,Jenson,1
6973_01,Earth,E/466/S,PSO J318.5-22,6973,01,E,466.0,S,Train,Owerson,1
6974_01,Earth,F/1329/S,TRAPPIST-1e,6974,01,F,1329.0,S,Test,Haynard,1
6975_01,Mars,F/1330/S,TRAPPIST-1e,6975,01,F,1330.0,S,Test,Bra,1
6976_01,Earth,G/1127/P,TRAPPIST-1e,6976,01,G,1127.0,P,Train,Talls,1
6977_01,Earth,G/1137/S,PSO J318.5-22,6977,01,G,1137.0,S,Train,Burker,2
6977_02,Earth,G/1137/S,TRAPPIST-1e,6977,02,G,1137.0,S,Train,Burker,2
6978_01,Earth,E/446/P,55 Cancri e,6978,01,E,446.0,P,Train,Chardsonnon,1
6979_01,Earth,E/447/P,TRAPPIST-1e,6979,01,E,447.0,P,Train,Morelly,1
6980_01,Earth,F/1331/S,TRAPPIST-1e,6980,01,F,1331.0,S,Train,Reilline,1
6981_01,Earth,F/1332/S,PSO J318.5-22,6981,01,F,1332.0,S,Train,Cainghannon,1
6982_01,Earth,G/1128/P,TRAPPIST-1e,6982,01,G,1128.0,P,Train,Garnes,1
6983_01,Mars,F/1449/P,TRAPPIST-1e,6983,01,F,1449.0,P,Test,Colle,2
6983_02,Mars,E/448/P,TRAPPIST-1e,6983,02,E,448.0,P,Test,Colle,2
6984_01,Mars,F/1450/P,TRAPPIST-1e,6984,01,F,1450.0,P,Train,Hake,3
6984_02,Mars,F/1450/P,TRAPPIST-1e,6984,02,F,1450.0,P,Train,Hake,3
